,title,row2,row3,job_description,skills,row6,link
59,Data Analyst || Stanza Living,"Stanza Living
3.1
780 Reviews","1-3 Yrs
7-9 Lacs PA
Gurgaon/ Gurugram, Haryana",Good hands-on Advanced Excel & SQL,"['Google Sheets', 'Advanced Excel', 'SQL', 'Data', 'Data analysis', 'Google', 'Sheet', 'Excel']","10 Days Ago
Save",https://www.naukri.com/job-listings-data-analyst-stanza-living-stanza-living-gurgaon-gurugram-haryana-1-to-3-years-021123007722
60,Lead SA,"Qualtech Edge
3.7
123 Reviews","3-6 Yrs
Not disclosed
Noida","Client interactions, requirement gathering and management . Construct workflow charts a...","['Interpersonal skills', 'Publishing', 'Business analysis', 'Lead System Analyst', 'MS Word', 'Information technology', 'Operations', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-sa-qualtech-consultants-noida-3-to-6-years-271023501189
61,Business Analyst,"PayU
3.8
361 Reviews","2-4 Yrs
Not disclosed
Gurugram",". A degree in Statistics, Computer Science, Mathematics or other similar quantitative f...","['Computer science', 'Wealth management', 'Business Analyst', 'Machine learning', 'Manager Technology', 'Stakeholder management', 'Financial services', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-payu-india-gurugram-2-to-4-years-250522500624
62,AI Engineer,Codinix,"3-4 Yrs
Not disclosed
Noida","Qualifications: . Bachelors or Masters degree in Computer Science, Engineering, or a re...","['Computer science', 'Computer vision', 'C++', 'Data analysis', 'Artificial Intelligence', 'Machine learning', 'Data collection', 'Natural language processing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-engineer-codinix-noida-3-to-4-years-240823501059
63,Lead Data Scientist,"Navikenz
3.0
12 Reviews","5-10 Yrs
Not disclosed
Noida","The ideal candidate will have a Bachelors, Masters degree or PhD in Statistics, Mathema...","['Text mining', 'Coding', 'GCP', 'Neural networks', 'Network analysis', 'Machine learning', 'Javascript', 'Open source']","30+ Days Ago
Save",https://www.naukri.com/job-listings-lead-data-scientist-navikenz-india-private-limited-noida-5-to-10-years-151222501199
64,Senior Applied Data Scientist,"Microsoft
4.1
1428 Reviews","7-8 Yrs
Not disclosed
Noida","Bachelor in Computer Science . ., Electrical Engineering or related disciplines . ., MS...","['Computer vision', 'Manager Quality Assurance', 'data science', 'Machine learning', 'Debugging', 'Video editing', 'Research', 'microsoft']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-applied-data-scientist-microsoft-india-r-and-d-pvt-ltd-noida-7-to-8-years-110124500655
65,AI / ML Engineer,"Geotechnosoft
4.7
10 Reviews","1-5 Yrs
Not disclosed
Noida","Skills and Qualifications: . Masters degree in computer science, artificial intelligenc...","['Computer vision', 'Cloud computing', 'C++', 'Data analysis', 'Analytical', 'Artificial Intelligence', 'Machine learning', 'Project planning']","30+ Days Ago
Save",https://www.naukri.com/job-listings-ai-ml-engineer-geotechnosoft-noida-1-to-5-years-101223500427
66,Pre-Doc in Development Economics,Development Data Lab,"1-4 Yrs
Not disclosed
New Delhi","Qualified candidates will have strong quantitative and computer skills, with experience...","['Computer science', 'Economics', 'Data analysis', 'GIT', 'Linux', 'Analytical', 'Data processing', 'GIS software']","30+ Days Ago
Save",https://www.naukri.com/job-listings-pre-doc-in-development-economics-development-data-lab-new-delhi-1-to-4-years-150323500176
67,Data Scientist,Development Data Lab,"2-6 Yrs
Not disclosed
New Delhi","Experience developing and maintaining data pipelines . Finally, you will contribute to ...","['Unix', 'Computer science', 'Cloud computing', 'Front end', 'GIT', 'Data modeling', 'Analytical', 'Data quality']","30+ Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-development-data-lab-new-delhi-2-to-6-years-150323500175
68,Business Analyst - Rootinfosol,"Root Info Solutions
4.2
39 Reviews","1-4 Yrs
Not disclosed
Delhi",Coordinate with internal and external customers during the complete life cycle of the p...,"['Web technologies', 'Business Analyst', 'Deployment', 'Research', 'Troubleshooting', 'analysis', 'business analysis']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-rootinfosol-root-info-solution-pvt-ltd-delhi-1-to-4-years-221220502023
69,Business Analyst,"Root Info Solutions
4.2
39 Reviews","1-4 Yrs
Not disclosed
Delhi",Coordinate with internal and external customers during the complete life cycle of the p...,"['POP', 'Usage', 'Web technologies', 'Business Analyst', 'Deployment', 'Research', 'Troubleshooting', 'Monitoring']","30+ Days Ago
Save",https://www.naukri.com/job-listings-business-analyst-root-info-solution-pvt-ltd-delhi-1-to-4-years-210220500597
70,Python & Machine Learning Engineer,"Ideatree
5.0
2 Reviews","4-5 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",We seek a highly skilled Senior Python Developer with expertise in Python and Node.j...,"['Computer science', 'Backend', 'Usage', 'Payment processing', 'jQuery', 'Coding', 'Service industry', 'Continuous improvement']","26 Days Ago
Save",https://www.naukri.com/job-listings-python-machine-learning-engineer-ideatree-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-4-to-5-years-280224501422
71,"Engineering Manager, Machine Learning & Perception","Keeptruckin
5.0
3 Reviews","5-6 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s degree in Computer Science, Electrical Engineering, mathematics or related f...","['Computer science', 'Computer vision', 'deep learning', 'C++', 'Project management', 'Machine learning', 'Manager Technology', 'Automotive']","28 Days Ago
Save",https://www.naukri.com/job-listings-engineering-manager-machine-learning-perception-keeptruckin-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-5-to-6-years-260224501647
72,Data Engineer,"Response Informatics
3.9
18 Reviews","3-4 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Technical Skills: Responsible for design and implementation of secure and scalable ...,"['continuous integration', 'Automation', 'GIT', 'Demand forecasting', 'Troubleshooting', 'Continuous improvement', 'Performance monitoring', 'Solution Architect']","18 Days Ago
Save",https://www.naukri.com/job-listings-data-engineer-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-3-to-4-years-070324500501
73,Artificial Intelligence Specialist,"Appsierra Solutions
4.6
244 Reviews","1-4 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","- Masters or PhD in Computer Science, Artificial Intelligence, Machine Learning, or a r...","['Computer vision', 'GCP', 'Artificial Intelligence', 'Machine learning', 'Agile', 'Natural language processing', 'Research', 'Project delivery']","30+ Days Ago
Save",https://www.naukri.com/job-listings-artificial-intelligence-specialist-appsierra-solutions-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-1-to-4-years-300124501080
74,Machine Learning Engineer,"Technomile
3.9
11 Reviews","2-4 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru","Bachelor s or . Master s in Computer Science . ., Computational Linguistics, Artificial...","['Contract management', 'Aerospace', 'GCP', 'Analytical', 'Machine learning', 'Linguistics', 'Deployment', 'test driven development']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-technomile-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-2-to-4-years-151223501580
75,Principal Data Scientist,"Response Informatics
3.9
18 Reviews","12-15 Yrs
Not disclosed
Kolkata, Mumbai, New Delhi, Hyderabad, Pune, Chennai, Bengaluru",Required to have Bachelors / Masters/PhD in Statistics / Machine Learning / Data Scienc...,"['data science', 'Pharma', 'Machine learning', 'Healthcare', 'microsoft', 'big data', 'Analytics', 'Python']","30+ Days Ago
Save",https://www.naukri.com/job-listings-principal-data-scientist-response-informatics-kolkata-mumbai-new-delhi-hyderabad-pune-chennai-bengaluru-12-to-15-years-100823501103
76,Manager - Data Science,"Leading Client
Posted by Jobs Territory","4-9 Yrs
Not disclosed
Hybrid - New Delhi, Bengaluru","Been fully immersed in the teams modelling approaches, developed a good working relatio...","['Data Science', 'R', 'python', 'statistical modelling', 'Marketing Mix', 'Mmm', 'SQL', 'Science']","23 Days Ago
Save",https://www.naukri.com/job-listings-manager-data-science-jobs-territory-new-delhi-bengaluru-4-to-9-years-020324903456
77,Machine Learning Engineer,Achnet,"3-8 Yrs
Not disclosed
New Delhi, Pune, Bengaluru",Bachelor s degree . Collaborate with client facing teams to understand business context...,"['Version control', 'Prototype', 'Coding', 'data security', 'Machine learning', 'SCALA', 'Agile', 'Data structures']","30+ Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-achnet-inc-new-delhi-pune-bengaluru-3-to-8-years-201123500706
78,Machine Learning Engineer - NLP/Tensorflow,"Forward Eye Technologies
4.7
5 Reviews","5-7 Yrs
Not disclosed
Mumbai, Delhi / NCR","We are looking for a talented Machine Learning Engineer with expertise in Git, GitHub, ...","['Machine Learning', 'Tensorflow', 'NLTK', 'Azure', 'spaCy', 'NLP', 'Artificial Intelligence', 'Pandas']","20 Days Ago
Save",https://www.naukri.com/job-listings-machine-learning-engineer-nlp-tensorflow-forward-eye-technologies-mumbai-delhi-ncr-5-to-7-years-050324906841
79,Senior Insights Analyst,Syntasa,"3-5 Yrs
Not disclosed
New Delhi","previous projects have included women s health, climate change, COVID vaccine hesitancy...","['Computer science', 'Cloud computing', 'Senior Analyst', 'Social media', 'Data processing', 'QlikView', 'Business intelligence', 'big data']","7 Days Ago
Save",https://www.naukri.com/job-listings-senior-insights-analyst-syntasa-new-delhi-3-to-5-years-180324501619
80,Senior Data Engineer,"Adidas
4.0
491 Reviews","7-12 Yrs
Not disclosed
Gurugram",SAP process knowledge in sales and distribution (SD) is preferred . SAP BW Development ...,"['SAP ECC', 'Business administration', 'Analytical skills', 'SQL queries', 'Team management', 'SAP BW', 'Data analytics', 'Data warehousing']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-data-engineer-adidas-group-gurugram-7-to-12-years-230224500230
81,"Engineer, Data Engineering","Bain Company India Pvt. Ltd.
3.8
212 Reviews","2-5 Yrs
Not disclosed
New Delhi","As a member of Bains Next Generation Software Solutions (NGSS) team, the Engineer con...","['Automation', 'Coding', 'MySQL', 'Agile', 'Stored procedures', 'Oracle', 'Troubleshooting', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-engineer-data-engineering-bain-company-india-pvt-ltd-new-delhi-2-to-5-years-150923501382
82,"Senior Engineer, Data Engineering","Bain Company India Pvt. Ltd.
3.8
212 Reviews","5-7 Yrs
Not disclosed
New Delhi","Associates / Bachelor s degree or an equivalent combination of education, training, and...","['Automation', 'Coding', 'MySQL', 'Agile', 'Stored procedures', 'Oracle', 'Troubleshooting', 'Analytics']","30+ Days Ago
Save",https://www.naukri.com/job-listings-senior-engineer-data-engineering-bain-company-india-pvt-ltd-new-delhi-5-to-7-years-150923501378
83,Data Analysis Specialist,"FitFinder
Posted by Fitfinder","3-5 Yrs
8-12 Lacs PA
Delhi / NCR","Candidate Qualifications: . Educational Background: A Bachelor s degree is required, pr...","['data analysis', 'Power BI', 'MySQL', 'e-commerce', 'Fabric', 'Sales Analytics', 'Python', 'Sales']","10 Days Ago
Save",https://www.naukri.com/job-listings-data-analysis-specialist-fitfinder-delhi-ncr-3-to-5-years-150324008402
84,Senior Analyst- Financial Research,"Evalueserve
3.5
1034 Reviews","3-5 Yrs
Not disclosed
Hybrid - Gurugram, Haryana(Sohna Road)",Should have supported or worked with an investment banking and management consulting fi...,"['Fintech', 'Competitive Intelligence', 'Newsletters', 'Secondary Research', 'Qualitative Research', 'Industry Reports', 'Industry Research', 'Company Analysis']","Women candidates preferred
19 Days Ago
Save",https://www.naukri.com/job-listings-senior-analyst-financial-research-evalueserve-gurugram-haryana-3-to-5-years-150124005024
85,Senior Analyst - Energy Research,"Evalueserve
3.5
1034 Reviews","3-5 Yrs
Not disclosed
Hybrid - Gurugram, Haryana",Elevate Your Impact Through Innovation & LearningEvalueserve is a global leader in del...,"['Oil & Gas', 'Capital IQ', 'Secondary Research', 'Qualitative Research', 'Market Research', 'Competitive Intelligence', 'Benchmarking', 'Industry Research']","Women candidates preferred
19 Days Ago
Save",https://www.naukri.com/job-listings-senior-analyst-energy-research-evalueserve-gurugram-haryana-3-to-5-years-150124005006
86,Lead Analyst - Generic Research,"Evalueserve
3.5
1034 Reviews","5-7 Yrs
Not disclosed
Remote","Preferred candidate profile . Masters degree in a relevant field such as business, econ...","['Competitive Intelligence', 'Company Analysis', 'Company Profiling', 'Capital IQ', 'Secondary Research', 'Team Management', 'Newsletters', 'Financial Statement Analysis']","19 Days Ago
Save",https://www.naukri.com/job-listings-lead-analyst-generic-research-evalueserve-gurugram-haryana-5-to-7-years-150124004969
87,Lead Analyst - Healthcare Research,"Evalueserve
3.5
1034 Reviews","5-7 Yrs
Not disclosed
Hybrid - Gurugram, Haryana(Sohna Road)",Elevate Your Impact Through Innovation & LearningEvalueserve is a global leader in del...,"['Company Profiling', 'Secondary Research', 'Market Sizing', 'Qualitative Research', 'Team Management', 'Newsletters', 'Benchmarking', 'Factiva']","Women candidates preferred
19 Days Ago
Save",https://www.naukri.com/job-listings-lead-analyst-healthcare-research-evalueserve-gurugram-haryana-5-to-7-years-150124004875
88,Generative AI Engineer,"Elevondata Labs
3.9
8 Reviews","3-5 Yrs
Not disclosed
Gurugram",We are seeking a talented Generative AI Engineer to join our innovative team As a ...,"['Cloud computing', 'deep learning', 'C++', 'Version control', 'Machine learning', 'Healthcare', 'Natural language processing', 'Gaming']","11 Days Ago
Save",https://www.naukri.com/job-listings-generative-ai-engineer-elevondata-gurugram-3-to-5-years-140324502791
89,"Data Analyst, Retail Media","Criteo
3.4
11 Reviews","1-3 Yrs
Not disclosed
Gurugram",Your academic background: Bachelor s degree or equivalent in a quantitative or business...,"['hive', 'dsp', 'digital marketing', 'rtb', 'python', 'ad trafficking', 'vertica', 'data analysis']","12 Days Ago
Save",https://www.naukri.com/job-listings-data-analyst-retail-media-criteo-gurugram-1-to-3-years-130324500469
90,Sr Data Engineer,"Aryng
4.4
3 Reviews","5-7 Yrs
Not disclosed
Gurugram","Should have implement asynchronous data ingestion, high volume stream data processing, ...","['Data management', 'GCP', 'Project management', 'Consulting', 'Cloud', 'Data processing', 'Apache', 'SQL']","13 Days Ago
Save",https://www.naukri.com/job-listings-sr-data-engineer-aryng-gurugram-5-to-7-years-120324501655
91,Manager - Traffic Analytics,"Adidas
4.0
491 Reviews","3-5 Yrs
Not disclosed
Gurugram, United States (USA)","Collaborate and support Performance Marketing Brand team, Digital Brand Activations tea...","['Data analysis', 'Scheduling', 'SEM', 'MS Office', 'SEO', 'Business intelligence', 'Forecasting', 'Analytics']","17 Days Ago
Save",https://www.naukri.com/job-listings-manager-traffic-analytics-adidas-group-gurugram-united-states-usa-3-to-5-years-080324502101
92,Data Scientist,"Indusind Bank
3.7
9347 Reviews","4-8 Yrs
Not disclosed
Hybrid - Gurugram, Haryana",(a) Drive better customer experience and engagement . (b) transform existing lines of b...,"['Risk Analytics', 'Lending Analytics', 'Machine Learning', 'Python', 'SQL', 'Statistical Modeling', 'Predictive Analytics', 'Analytics']","24 Days Ago
Save",https://www.naukri.com/job-listings-data-scientist-indusind-bank-gurugram-haryana-4-to-8-years-010324008051
93,Manager Trading & Analytics,"Adidas
4.0
491 Reviews","5-10 Yrs
Not disclosed
Gurugram","Requirements . Education Professional Experience . Very good project management skills,...","['Microstrategy', 'SAS', 'Analytical', 'Consulting', 'Data quality', 'DBMS', 'MS Office', 'Customer engagement']","30+ Days Ago
Save",https://www.naukri.com/job-listings-manager-trading-analytics-adidas-group-gurugram-5-to-10-years-280123500722
